conversation_id,clean_text,cluster
2906583,why do I pay prime membership when nothing turns up next day even though it says it will and I can buy the items cheaper not on prime. Time to cancel I think.,4
2906588,"your Amazon Logistics driver left my delivery outside in the pouring rain! It is now completely ruined, how do I return, get a refund and make a formal complaint please? Not the first time this has happened either, sick of wasting my money on Prime",4
2906591,"At last, I will destroy that online retailer! Ironically, I ordered it through :))",0
2906593,Screen shot of when a new suitcase should arrive from tracking shows the bag has already logged its first round trip. #wonderful #fail,0
2906596,Starting to get tee'd off with couriers not bothering to even ring the doorbell &amp; then lying that noone was in. Today it was,10
2906598,"Why is my order placed Tuesday, for prime items delivered next-day, not arriving until Thursday?",24
2906612,hi my order is showing as delivered but it isn’t here? I’ve been home all day so couldn’t have missed it. Order number: 204-8120334-0987527,21
2906618,"I placed an order for 12 books in August, and were to be delivered in September and October respectively. However, after several enquiries I've not received the books or any feedback. Kindly assist. Thanks.",24
2906627,WTH you offer Black Friday deals and then cancel my order and tell me I will have to reorder at the higher prices 3 days later (an additional $60 at that!!). 😡That's some total BS. NO THANKS! #Amazon you dropped the ball on this one! Guess you aren't prepared this year!,5
2906631,"every time delivers a package there’s a problem. just use or , y’all suck",4
2906633,What you order online vs what you get..what in the Charlie brown’s Christmas is this shit,0
2906636,that's a strange message confirming my issue submissions 😄,0
2906646,Wooo hooo! The coffee mug I ordered from Amazon is out for delivery!,2
2906654,why do I pay for prime,0
2906656,WTF! Why would you ship my purchase like this!!! It was a gift #failed .,0
2906658,New TV from arrived faulty. Talking to customer services on live chat and they seem reluctant to send a replacement... AND they want us to arrange return 🙄 can you help?,20
2906661,"Please help, I have reset my password numerous times and you've emailed me to confirm but I can't log into the account. I now need a human to talk to please!",3
2906671,"is there anyway to prevent all deliveries after 7pm? My doorbell being hammered at 8pm, way after my toddlers bedtime with my loud dog IS NOT APPRECIATED.",0
2906674,Anyone else experienced delivery delays since Black Friday? Notice that they aren't really doing next day delivery atm mainly 2 days. Have they got a backlog?,12
2906677,if i paid for one day shipping yesterday why am i getting my item tomorrow at 8 pm??,8
2906679,Why do I pay for prime for 2 day shipping but never get my items in two days 🙄,8
2906682,Amazon playing with order they talking about it got delayed what is prime for anyways,16
2906689,can someone tell me why falling skies was available for free with amazon prime as of yesterday (and as long as i can remember) but now it's charging me to watch?,0
2906697,Do I have pay for postage to return an item for replacement when you have sent the wrong item???,20
2906699,"Hi can someone feedback to that it’s not ok to not bother knocking or ringing the doorbell when attempting delivery, nor is leaving electrical products on the floor behind a bin in the WET 😠",2
2906701,Thanks for leaving my product on my door step today it’s now soaking wet and ruined!!🤬😡,10
2906704,"Thanks for suspending my account during #CyberMonday bc #amazonpay charges from 10 days ago were declined. I don't even know why they were declined bc I sure #spentcrazy on #BlackFriday and #CustomerService was useless. Now, I can't track my orders. #AmazonBreakup.",11
2906713,"I am seriously annoyed with right now. I've been preordering Legend of the Galactic Heroes since volume 2, and every single one has had its delivery delayed for at least a week, a month twice. It is happening again with Vol.5",2
2906715,Loving my new Amazon Kindle Fire!!! £29.99!! What a steal!!!,0
2906719,my Kindle keeps freaking out and closing apps by itself. The buttons on the screen look like they're being pressed and I can't open apps.,0
2906721,Not Keeping Up With That 2 day delivery. If You Can't Handle It....Dont Promise It. Ordered Friday MORNING!!!!! #AMAZON,12
2906723,Another . failure. Delivery driver just spent 10 minutes in front of my house ransacking his truck to find my . package. Still couldn't find it on his truck. Said he didn't have a clue where it is. Drove off. WTH??,1
2906726,You seriously aren't doing any favors for . I have spent hours on the phone trying to resolve the simplest damn things. #Amazon do you think that you are the only place that sells things? Bc you aren't. #BoycottAmazon.,0
2906728,would appreciate a response to my two emails requesting replacement products in place of the extremely damaged box + contents delivered to me last week .. might have to reconsider Christmas orders .... from now on #shoddy #embarrassing #letdown,23
2906730,Shout out to for the awesome customer service in the SF Bay Area when they had to deliver 50 totes to us each containing ONE little pack of sea weed snacks. Ridiculous. Is this a joke? Because nobody is laughing ✌,6
2906732,. damn Amazon why?! 😳😳😳 #BlackFriday,0
2907749,The Logistics delivery program has to be the worst setup ever. Can I get carrier pigeons instead?,2
2907766,More terrible customer service from today: it seems they are now ignoring me to try and force me to pay £30 more for delivery than they originally agreed. these guys are the 1st time I’ve ever had poor service from you - very disappointing.,6
2907774,Shoutout to because they're responsible for my whole outfit today and I've been getting hella compliments 💁🏽‍♀️,10
2907786,"I don't live close enough for 2 hour Amazon delivery but I get same day, aka the coffee I ordered this morning will be here in a few hours. HURRYYYY!",11
2907788,"When did Customer Services get so poor?? Used to be one of the best! Disappointed that haven't received my goods even though they said been delivered to ""a reception"" &amp; CS refuse to help!",24
2907792,why do your driver's lie? Twice 'tried to deliver' apparently. Due before 8pm both emails sent after 8. Please help,15
2907798,"Wow, it’d be good if I could buy things through the app or even contact support but it’s having a total meltdown and not letting me do either!",13
2907804,how do i download the wwe app on an amazon fire tablet?!,13
2907806,. can’t be for real that I’m sitting here all day and they say delivery attempted and they didn’t attempt a damn thing. I’m specifically sitting here waiting on them. Thanks for sending my stuff with them when I asked you not to.,9
2907812,once again you have screwed. I ordered an item and it said guaranteed by 11/29at 8 pm but it hasn’t even been shipped yet! Customer service never now says 12/1. Bev the supervisor can’t do anything. I’m so tired now!!,6
2907814,"Hi, how do I chat online to someone regarding an order? I can't find it on amazon uk.",0
2907842,"Well Amazon just ruined Christmas, why on earth would you think it is a good idea to deliver an item like this? It is nearly Christmas!! Well Christmas morning won't be much of a surprise!",1
2907844,ur customer service r shite av been on the phone for like 40 minutes cos someone’s made an account w ma bank details n you won’t cancel the orders because you need to speak to the account holder?? mate it’s my fkn money get it put back,3
2907851,"lol just failed to deliver a package, while i was home. they didn't even try the door",22
2907853,"can someone please explain why 3 amazon prime packages have been lost by amazon logistics, the same facility, in a weeks time and now i have to wait 2 more days for them to locate the package and redelivery. 2 day shipping has turned into 4 day shipping. Wtf",8
2907855,my delivery was estimated for yesterday by 20:00. That changed to today by 21:00. Now it reads 29th Nov - 4th Dec. This is a poor service. I’ve stayed home for two days for nothing.,5
2907859,what's going on with Amazon Prime. Renewed my membership last week. And now not working and can't contact anyone to resolve!!,0
2907865,Ah ah ah excellent ce scotch j’adore 😂🤣,0
2907867,"I've been waiting for a package since saturday. Still didn't receive anything. Intelcom apparently tried to deliver and said I was not present, though both me and my girlfriend were there. They don't return calls or emails... 4 days after using #Prime. So deceiving!!",9
2907870,two days in the row my delivery has not arrived. Up until 8pm it was for delilvery by 8pm today. Same again tomorrow? #primefail,10
2907873,Glad I waited in all day...... Wish would learn how to communicate with its customers,0
2907877,Dear - Have you tested Echo Show before selling it? See video...,18
2907880,hello are you having problems taking payments? I’ve tried a couple of cards and not been able to get past this message,0
2907884,why has my delivery date changed from TODAY TO DECEMBER 7th!!,2
2907887,thanks for leaving deliveries right outside my front door where anyone could have pinched it!,0
2907890,please explain to me why I have been mailed the wrong item twice. Then was given a credit and that credit was not accurate #mad,0
2907895,when the results of contest played between 10/11/17 to 20/11/17 will be announced?,0
2907900,"#amazonfresh Is there a reason you insist on blocking my door with your groceries? Luckily I wasn't home this time, I have had to walk around my house before because I couldn't open my screen door from the inside. 😡😡😡",4
2907903,Thanks drivers for making a delivery &amp; then spending 5min rummaging thru your suv &amp; then leave your garbage for me 2 pick up. Classy,2
2907906,you need to make sure your staff can spell &amp; make sense. Also please offer prime only if YOU can guarantee it. Having someone say its not our fault isn't good enough when its your name on the line!,0
2907912,"Hello. I am having a repeat, aggravating problem with your last-mile delivery service. They just did it again today.",1
2907920,Why do you use #Hermes for delivery? Parcel on their website says 'delivered and signed for' - actually thrown over 9 foot fence,24
2907923,"Please help me, I ordered the wrong color kindle kids edition yesterday on cyber monday and I can't seem to switch the color, please help!!!",15
2907925,Today’s Lesson in Incompetence: My brother called me to say was charging HIS credit card for MY membership. My card was saying invalid so they just charged the next card on the account instead of notifying me for four+ months,3
2908967,how do I add this product to my Wish List? Can't find a button to do so.,0
2909062,"My Alexa takes my request to play WETA (saying the letters) as a request for Wet Radio from Tune In. New behavior, started a couple months ago, worked fine before. Can't get to WETA at all. Can't find a way to correct it.",0
2909074,sends the best gifts. #Amazon #AmazonSmile,0
2909076,I think this packaging was a bit excessive.,0
2909079,"How is it you can deliver one item 2 days early, then ""Forget"" to deliver the other two items, which are far smaller and were GUARANTEED delivery today? This is really stitching me up again, got to now find out if I can get this in the shops as a result. Not happy.",10
2909087,I DID NOT SIGN FOR THE PACKAGE I WASNT HOME. NO ONE WAS HOME. WHERE ARE MY PACKAGES????!,7
2909090,"hi I got this email, I never ordered this",14
2909093,when you have a panic attack because an delivery driver tried to open your front door :) :) :),2
2909097,been waiting 6 days for my order to arrive AMAZON PRIME A COMPLETE JOKE,9
2909100,"Voy a cancelar mi Prime, ya estoy HARTO de que usen USPS con Two Day Shipping.",8
2909106,Bought an #firestick. Content included for free with my #amazonprime account is oddly for purchase through fire stick interface. please explain or I’m returning for a,3
2909115,"So, I’m confused What does prime mean? I thought two day shipping. Why is my purchase taking over a week to arrive and it was a “prime” item. #NotHappy",8
2909125,I love but really?? You mailed this at Christmas without putting it in a plain box???? My kids saw it outside when they got off the bus! #christmasruined,16
2909133,I'll take my money back for one day shipping since you didn't do that.,8
2909135,you’ve randomly tried to sign me up to Prime and I don’t want it. Can you get in touch ASAP,11
2909138,"What did we ever do to you, Amazon delivery guy? 💔",2
2909148,I placed an order on sunday didn't realise that i had a dicount code to use can you help me?,15
2909176,"£34.98 has randomly been taken from my bank account, for something I have definitely not paid for?",3
2909179,"It's really impossible to find the select Amazon locker in Luxembourg. I know it exists at the office but it doesn't show up! I have tried everything - address, zip, landmark, locker name - no results!",0
2909191,how about it not take 30 mins phone call to track my 7th lost parcel and u actually deliver to my house like u deliver to my neighbours?,0
2909195,"Hello, I can't login into my Amazon account, I have tried to change password many times telling me its wrong. Cleared cache/cookies. Can't click on any help links because it needs to login. Need help urgently. I have my order number.",15
2909200,I moved the map so you can’t see my house but amazon maps your delivery when it’s close enough!!!! SUPER COOL IM HYPE.,2
2909206,"My pre-order for Terminator 2 Endoarm Collectors Edition just got cancelled, I am sooooooo not happy about it, like, literally pissed.",1
2909208,Amazon Pay Cashback offer for Vodafone subscriber not yet credited even after 40 days of Prime Video Subscription after having fulfilled all T&amp;Cs. Called CC a week back but no response yet. Reg. M. 8586851305. Contact on 8566962162,21
2909211,"2 months in &amp; already there's no reason to use prime. The only appeal was they could same-day/next-day ship, and they clearly can't (2nd time with this). I mean, w/e, but don't SAY you can and don't.",11
2909214,"Why do give you delivery times of between 7am - 10pm. Come on, who is available in the same place for those hours? Glad I'm a prime member... #joke.",2
2909217,Trying to buy an ebook as a gift - no solution on the website &amp; phone call went into a black hole.,0
2909220,Why am I paying for if everything is going to keep coming in 3+ days?,5
2909226,Save $30 on the Fire HD 6 #Amazon,0
2909229,Why tf does take 10 years to take money out of your account when you buy something?? 2nd time my order will be cancelled cause it waits too long and now my bank acct is too low,17
2909231,I forgot to cancel my order for the Kiyo because it was on backorder for so long... Guess I'm getting a new webcam in a few days.,5
2909234,"Can anybody at explain to me how you employ delivery drivers who think it is ok to leave a package at xx77 instead of xx15? 4 reps on the phone and 2 on chat, this absurd, or lazy, error cannot be explained. #Amazon #Fail",22
2909241,Amazon can kiss my ass why the hell isnt my package here,22
2909247,A poster from A. fucking. poster. This planet is going to hell.,0
2909250,amazon forked up my order and now i'm not getting my books ffs,0
2909256,"My account was hacked. Someone changed the email address associated w/ my account &amp; I cannot access my account. I am a Prime member, have both Prime credit cards &amp; use streaming services. I’ve called customer service 3 times since 11/17. Still can’t access account.",3
2909260,Been on phone w/ for 20 minutes bout something that shdve taken 2 minutes &amp; still on hold. U would think they'd be better than this,0
2909262,. what's happening?! You didn't deliver last night after saying '5 more deliveries before you' and 'will still be delivered today'. It then changed to 'attempted delivery at 8pm' - they didn't as I was refreshing my phone very near the door at 8pm! So frustrating!,10
2910295,"I wonder if you can help. I placed a preorder for a book end of June, and it was release last week. My order says the book is out of stock. But other than looking, I haven’t received any communication from amazon about when it’ll be available.",0
2910298,I rang amazon over a week ago about money been taken out of my bank for nothing and they said they'd ring me back in 24 hours because they need to investigate but no one has called back!,17
2910302,What's the point of paying for prime if you order a specific prime item on a Monday for it to say it'll be delivered on a Thursday? That's definitely not next day,24
2910304,"Given the invisibility of an actual customer service email, some kind of response would be nice - Not least the self-interest that someone appears to have sold them a whole load of £5 plastic as £25 ceramic....",6
2910311,Never seen such poor customer service! Bhupendra is clueless.,6
2910319,your customer service is abismal. You have just lost a loyal customer through giving me the wrong advice and costing me money,6
2910324,These gloves just came in this box. I think over did it on the packaging,1
2910334,I pay for Prime and I was charged for this item a week ago. Screenshot shows the last update on the tracker. I spoke with a support person yesterday - they said it would arrive by today. I'm very disappointed. Is there a point in Prime anymore?,10
2910361,hi i need help with my account. I've been charged for two months of prime membership when I cancelled it!,15
2910375,My ww2 came in but my fucking PS4 hasn’t yet what is this bullshit,0
2910380,Really disappointed with . Telling me the delivery has been made but cannot tell me where. Now waiting on their courier company... no hope,9
2910382,Why Mr Robot season 3 isn't available yet?,0
2910384,". bought something back in Aug and after the 2nd use the charger stopped working, how can i get a replacement?",0
2910388,Hi I just accidentally deleted a book I was reading on my kindle...how can I get it back without paying for it again 🙈,1
2910390,6000inr given to Amazon delivery agent for a bill of 1300 inr on 17th nov and balance to be added to my Amazon pay balance. The person has eloped with my money and Amazon has done nothing for past 10 days to provide me resolution. Delivery agent was from amazon,2
2910395,"Thanks , bought a new Cintiq w/ an estimated delivery of today, today get an e-mail saying the item is out of stock and they do not have an estimated delivery date. Maybe if you didn't have any to sell me, you should have said so a week ago. 😠😠😠",10
2910401,"Dear , here's a prime user from 5 years. After 2 lost items, 2 cancelled and 1 broken I will no longer be a prime user. Disappointed.",0
2910406,so disappointed with service. Been in all day expecting a delivery. At 8pm you say you delivered to another address to someone called Chris who doesn’t live there. Now our son has no birthday present and we have to wait for you to investigate #amazon #delivery #birthday,2
2910409,Ordered three. Got 2.5,16
2910412,. why the fuck do I have to wait 2 months for this to deliver,0
2910420,So have delivered my parcel to a house that doesn't even exist....cheers 👍🏼,24
2910422,Ordered a package from and it was set of glasses and today it arrived and the box was completely destroyed and two glasses inside smashed. Annoyed isn't even the right word to use right now.,10
2910427,getting super sick of being told my order will arrive only for it not to turn up for the 6th time. Customer service is useless and keep making empty promises. All I want is my order to actually be delivered.,6
2910430,Top delivery from today who left my parcel leaning against the front of my house in full view of the road and street.,10
2910432,So what do I get if my amazon prime order is late???,0
2910434,m unable 2 use my amazon act balance reqst u 2 kindly refund it to my bank account. Hope u help me.,3
2910436,Ahhh another day another two parcels out for delivery that never appeared. #RoyalFail so much for #Prime one day delivery.,12
2911592,"It’s frustrating when you order things for one day delivery and you see out for deliver for 4 days and when you call customer services they ask you “do you want to cancel the order”, this is not #AmazonPrime services expected.",12
2911597,"Last week, my boyfriend apparently got drunk and ordered a life size cardboard cutout of George Michael from . So many questions left unanswered...",16
2911599,"You've got the book # incorrect for new book - want to pre-order #7, but you've got it listed as #6 !! #firstworldproblems in a school library",16
2911608,"Just watched your delivery person throw one of my packages out of his truck into the street, and then the rest out of his hand onto the sidewalk unattended.",7
2911610,not impressed that my order has been listed as delivered and handed to resident when nobody was even home today! Stolen! That's cost me getting gifts for a birthday on time. Please contact me so I can cancel my order. 026-5634466-0948327 is my ordee number. Thanks.,21
2911613,Amazon on my phone says unsupported?,0
2911616,someone please tell me I’m just being stupid and that the package full of Christmas presents Amazon apparently delivered on the 22nd is in my house somewhere 😖😖😖,22
2911618,"Hey thanks for the printer ink! I didn’t order a package, and I don’t have a printer but Merry Christmas I guess! Sorry I didn’t get you anything",11
2911621,". whats the point in paying for prime, then to pick a delivery day one day later than suggested, for you to not deliver it that day.. give me my money back and pay some taxes you shit cunts",12
2911625,"Really REALLY angry that decided to charge me for Prime WITHOUT MY PERMISSION OR NOTIFYING ME.... I’m a broke ass college student, I can’t afford that!",0
2911627,Trying to figure out why hasn't shipped my order yet. 🤷‍♀️,0
2911633,"hello, the package I ordered wasn't delivered to the address, yet when I track it, it mentions that it is delivered, please advise!!!",24
2911648,do you have any plans to change your UI. Completely bored of it. Same old 00's design. Scale up please !😑,0
2911653,"Waiting for a refund since 3 weeks. Mailed several times but only one reply ""Amount has been refunded on 20th Nov"". Sent the bank statement also which clearly shows no refund. Please help",9
2911656,dear Amazon am continuously receiving damaged or not working products now this aquarium scrapper was received damaged when applied for refund it needs to be couriered it's from UP the courier will be more than its actual price how to handle,0
2911661,now includes a photo along with the delivery notification. Look! There’s my package. But wait. That is NOT my front door. #FAIL,22
2911663,How much more of an effort wouldn’t have taken to put he packages out of sight. #Laziness,7
2911667,"hey. I tried to login and it says ""we cannot find an account with that email"". I sent a scam email I got to stop-spoofing",14
2911673,"Frustrated with who told me all day the book was coming, arriving today - and now it's saying FRIDAY 🤬 Why is it so damn difficult to get these book in Canada?! #Frustrated #Darker",10
2911680,"Hey , very upset. My kindle just died. Now what do I do?",1
2911684,why pay for prime n you still waiting a week later... false advertising I have l paid £7.99 am still waiting #annoying,9
2911686,glad this was handled with such care....,19
2911692,are you guys offering anything for Prime members who aren't getting 2 day free shipping?,8
2911694,never got my Kindle download. Kindle DOA. Now what?,16
2911697,"Dear , I have a prime membership, but still, i have not been able to utilize prime reading. Are no books available? What good is membership then?",0
2911704,", when are you going to deliver the orders in supermarkets? The final customer experience is sometimes extremely bad. The service of Correos Express is terrible",23
2911711,Waiting for logistics to call or email me back now for 72 hours and counting......,9
2911715,Not real happy and . My stuff not here and now wont be here til friday. So much for two day delivery. #amazon #ups,12
2913132,I just bout a qiyi wuque it went to pieces in 40 turns what the heck,1
2913134,will i ever receive my refund for sending expired food products. Been 2 months now. Get ready to be sued then,0
2913139,Would you please thank your driver for leaving my parcel on the doorstep in view for all to see and to get soaked as it was rain. First time this has happened. After I got a message saying my parcel had been handed to resident. Not the best of service this time,4
2913141,Another quality packing jobm,0
2913143,"Thanks and ! I always wanted 3 corsets instead of my Wacom Cintiq Pro 13"". /s But seriously, where is my Cintiq?!? #wacom #amazon #scammer",0
2913149,We to be discreet on your shipping remember it’s giftgiving season!!!!,8
2913152,Pretty sure someone stole my amazon package on Saturday and I’m the most sad about it 😔,22
2913154,"I never know which UPS, FedEx, or Amazon driver I’ll get. Some of them know the building code &amp; some don’t. It could delay me getting my stuff by a day or more.",11
2913157,Why did I pay for expedited shipping 1-11th Dec when it says it won't be dispatched until 5th Dec!? Standard delivery was 6-11th anyway,0
2913166,hi still waiting for my refund since September on broken chest of drawers,9
2913170,Amazon really lost my order😑,0
2913172,For the first time ever Amazon prime let me down 😩,4
2913174,terrible online help and absolutely awful telephone assistance too! Slow and inefficient,15
2913179,Ordered some headphones on Black Friday from and… SURPRISE… they aren’t in the box… Yay!,0
2913182,"Just had to call to resend my order to then have them send me an email with the incorrect product, why is everything going wrong🤧",14
2913188,"I ordered a necklace but when my package arrived, the jewellery box was empty. Please help.",22
2913190,"so I have just been going through my bank details and have noticed that amazon has been taking money out my account for over a year now, small amounts that I never noticed and it has mounted up to £385.85!!! I am beyond furious with this and want my money back!!",17
2913198,I messed up on an Amazon return for a pair of boots over 200$ and they’re manually making sure I get my refund! I’m so please with their customer service! Thanks 🤗🙌🏼🤗,6
2913200,do you communicate w &amp; then w the customer to let them know when a delivery needs a signature? I’ve missed yet another package bc I wasn’t told beforehand UPS needed a signature. It’s inconvenient &amp; frustrating. And I won’t be able to sign for it ever bc I have a job,0
2913204,I had a £25 gift voucher given to me by my dad that’s been lost through online transaction. It was a birthday gift- is there any way that you can help get that back for us?,15
2913209,Very impressed with 's customer service. Rang them up about my missing item and all was resolved within 5 minutes! Quickest service ever!,6
2913213,"pls help me watch food network again, i reactivated the app and the website says it should be working but it's not playing on my tv. pls help i have no friends i need my tv to work",15
2913215,do you have dogs chewing on delivery boxes?? You guys outdid yourselves this time. Not only crushed amiibos,4
2913218,I am again let down by amazon!! No mattress delivered today! I have to go buy one tomorrow as I can’t wait for another one to be delivered!! Been told this is refunded but I’m not convinced!!,24
2913224,"No worries, - I'll just tell her that's how Santa delivers all toys now. 🙄",1
2913231,"hi, I ordered a few Prime items on Monday, but they all say arriving Thursday. I thought it was 2 day shipping.... why the delay? Nothing has shipped yet and I thought they'd be here by tomorrow",8
2913238,I want to set my Echo to military time but I can't.... 😔 #FirstWorldProblems,18
2913241,delivery at its finest.,2
2913243,I just wanted to take time out of my busy day to tell I love you!,1
2913246,"When the lady from says: ""that’s a lot of money and we need to have it solved”. I be like...",17
2913252,How do you get away with selling so many fake goods on your website? Isn’t that illegal? #alliwantisanewparkerpenrefill #ParkerPen,0
2913256,"there were some featured giveaways in the Amazon app, I can no longer find them. Where are they?",13
2914453,"hi, I ordered 2 books on Nov 10 on Amazon UK. One was available and delivered. The other is not yet dispatched. What &amp; when?!",24
2914458,"Hi! I had a shipment that was supposed to arrive by Nov 7... then changed to Nov 25, and now the ""track package"" has gone. And I still don't have my package :( Can you help me?",22
2914462,"Getting anything from during the holidays is terrible. Been waiting 2 weeks for a package that keeps saying it's ""out for delivery"". What's the point of me paying for Prime if this is going to happen?",9
2914465,"6 orders cancelled in the last 2 months because AMZL_US can't get it here within 4 days (forget the 2 days I pay for). Problem has gotten worse as year passes, is there a way I can force my shipping to be UPS or Fedex?",5
2914471,"How do we stream Prime music on multiple devices at the same time? We have an Echo or Dot in every room of the house, but we can only listen to one song at a time? Not looking to create a music group - need different Prime music in each device. #AmazonPrime",18
2914489,So had two deliveries to make to me this week. Neither made it. One driver just “ran out of time” and another didn’t have the balls to ask for directions. Amazon’s own delivery is 100% a failure. Go back to using to deliver cuz your people are incapable!,4
2914497,I miss when Prime used to be amazon prime and actually deliver my packages on time 😒,7
2914502,so I’m not one to complain but I ordered from you guys paid for the one day shipping and it just got scanned in Orlando and I am in Key West. Needless to say it’s not one day shipping. Unhappy with the service provided who can I speak to?,8
2914504,'gift wrapping'. It doesn't quite say gift - or wrapped. Box was cracked and the tape is so sticky it's ripped the presentation packaging.,0
2914507,"what is going on with your customer support on - the current person I'm chatting with has no idea what they're doing, at all. In fact they're barely writing an English sentence. So infuriating.",0
2914514,"., please stop losing my packages! Two have gone missing in the last month and yesterday's shipment looks like it may join them!",7
2914526,"help, package says delivered yesterday but it wasnt?????",24
2914528,"you guys have these random couriers that are NOT delivering packages, because they don’t want to do the footwork in an mid-rise.",7
2914530,Really disappointed at,0
2914546,"2/2 if I am a ""politically exposed person"". No I'm not. please reinstate my seller account. #missed sales #peak #untimely",3
2914550,Can either or please explain to me why and how my delivery attempt failed from the business being “closed” when I work in a building that is open 24/7. I just want my package. 😩,1
2914555,予約しました！ Room to Dream: A Life in Art Canongate Books Ltd,0
2914557,Good thing I don’t need this turkey injector until #thanksgiving18 since it won’t be here until July 2018 .... what’s up ? I think someone must be crawling from Mississippi to Stryker Ohio ...,11
2914564,"what’s the point in listing a book as Prime when you order it on Monday, click next day delivery and get told it’s arriving Thursday?",12
2914568,Ordered three things from and they only sent me two. Called and they said my account would be refunded within an hour. Two hours later I call again and they’re saying it can take up to three business days. COOL AMAZON ITS JUST SOMETHING I NEED ASAP FOR MY BUSINESS,5
2914573,I just ordered from amazon restaurant for the first time and I applied the $10 off for first time orders and I was still charged full price?!,4
2914581,"Trying to cancel an order through Amazon, third party seller. Please allow seller two days to respond to your email. Two days to respond to an email, and this is your source of income?",14
2914588,"So done with . Couldn't be more dissatisfied as a customer. Cancelled my prime and not ordering from you guys again. How is it possible you can't find my items, and can't resend the same ones to me for over a week, when I initially used 2 day shipping? #Pissed",8
2914597,"guys please help me, Alexa literally won’t stop talking. How do I get her to stop",15
2914599,Anyone else out there suffering from delivery drivers actively lying about attempting delivery? Second time this has happened in a month. 📦 🤥,4
2914601,"Well, thanks Amazon for the free kindle trial I signed up for that I never used, I accepted you so I'd stop being asked to sign up, and now you charged my last 10$ from my checking account! Not proud to admit that, but I was gonna eat today with that!",3
2914603,Such a large envelope for such a small book. should be ashamed at this waste.,0
2915758,"there was something very odd in my box that was delivered today, definitely creeped me out. Someone appears to have left me there phone number on a note. The box was sealed when i got it.",10
2915761,", I ordered something on 11/24. The shipping, with prime, said I would get the package in 5 days. But for some reason it’s going to be at my place on 12/8. Why?????? What’s the point of paying for prime then???",5
2915767,Another failed shipment. Said they would deliver yesterday but didn’t. Still no sign of a delivery today! and,10
2915770,hi. I spoke to Megha yesterday regarding an item that was ‘delivered to a resident’ but actually wasn’t as nobody was in. Was told I’d have an update today.. not heard anything.,10
2915773,is there a reason your delivery guy can't find the front door and only leaves packages by the trash? Is he trying to tell me something? #whydoIpayforprime,7
2915777,"very very good customer service received tonight, well done.",6
2915780,We now own a car seat/stroller system and that purchase was the most stressful decision ever.,0
2915789,". how do I go about contacting you for a packaged that was never delivered? I got the notification on Sunday that is was delivered, but never was waited for today incase it was with another delivery got today.",16
2915792,I thought if you were a Prime member you got Amazon Music unlimited as well?,16
2915795,"Since when is ""less in stock"" the same as out-of-stock. Order keeps being delayed and chat support is ""less than helpful""",0
2915808,it'd be really nice if your delivery people would knock on the door so my packages don't look like this...,7
2915810,"has been steadily getting slower in delivering packages. It used to be 2 days, now usually 3.",7
2915815,"Hi I downloaded your app and made my first purchase and i don't believe it deducted the $10 that it advertised for downloading the app, any help appreciated",13
2915827,"Dear , I have seen your advert several times. I have ordered quite a few items from yourselves and I’m a little disappointed that none have sung at me yet. If the next parcel that arrives doesn’t I will be referring it to the advertising standards agency.",0
2915831,Yo Amazon where my case at? My new phone is so slippery i worry I will break it without a case 😕😞,0
2915835,I’ve been calling all day! And I never got my package. I had one day shipping and I’m so frustrated...it was supposed to be here yesterday but now it won’t be here until next week 😔.,8
2915843,Here's to hoping 2018 is the year can communicate with my . #Amazon,21
2915845,i can't login to my account my email : __email__,14
2915853,Tech question: my wife bought me the new Kindle Fire HD 10 for our anniversary. Love it! Great tool. Cool to have Alexa on there. But how is it possible that I can't get GroupMe on it when I have GroupMe on my old Fire 8? Use GroupMe a LOT at,0
2915862,"Hey I'm no detective, but this might be one of the reasons packages get stolen. Your idiot drivers drop it on the front steps and leave. Here's an idea, maybe take the extra couple of seconds and put it in the side door!!!!",7
2915870,1 1/2 hours on the phone basically on hold and my issue has not been resolved.. #terrible customer service #frustration,6
2915896,finals coming up &amp; my laptop charger breaks so i order another one from and it comes broken yay 😊😊😊😊😊😊,0
2915900,"hey I’ve got a problem with one of my recent purchases, how do I get in contact about this?",16
2915905,Dear Why did I upgrade to Prime membership? Your courier in Canada Intelcom is terrible. They are now 4 days late with an order and now I only get late night deliveries (9 p.m.) please go back to using Canada Post or UPS. I have been a customer since 2002!,5
2915907,Stop spamming me. I keep getting promotion emails from __email__ . unsubscribe option does not work. I tried multiple time. #spam #stopspamming #brokenservice,4
2917143,"south florida, searing heat, 30 mins before a torrential downpour, and package left halfway down the driveway for easy stealing. Delivery service, amzlus. Love your service but deliveries need improvement",2
2917148,Why do I have £1 pending in my bank account from you when I haven't bought anything???,3
2917158,So apparently we pay $100 for Prime shipping that no longer exists,0
2917160,"Hey, ? My cat's been staring at the Dot for hours on end and I think he's broken now? How do I troubleshoot this?",0
2917164,"hi, i purchased this hdd in february from this year and now is dead 😒 What is the procedure for the warranty in México?",0
2917168,Amazon order didn’t get delivered yet and the mail carrier didn’t take my package even though I scheduled a pick-up. 🤨,24
2917171,My wife just found an email notifying her that the email associated with her account was updated. We did not authorize this change nor are we familiar with this email address. We have good reason to believe this is a compromised account. please contact me ASAP,14
2917178,telephone customer service: no we have no way of directly contacting the facility directly. Supervisor: ohh let me contact the facility directly and see what the issues is &amp; IF the package is actually on a truck......,6
