conversation_id,customer_message,brand_reply
410490,"Hey Amazon, could you send me my shit please. I paid for it to be delivered by wednesday and you haven't even bothered to PRINT A LABEL yet",Oh no! Have we missed the estimated delivery date given in the confirmation e-mail after the order was placed? ^TG
410493,cancelled Prime today due to your use of . They report false delivery issues. Tired of their drama.,"This isn't what we like to hear, Scott! Have you had the chance to report these incidents with us? ^HC"
410496,Does it always take longer to receive things purchased from Warehouse Deals?,I'm sorry for this wait. What was your initial delivery estimate at Checkout? ^DO
410496,"*ordered yet, not her","Yes! Our Prime 2-day shipping refers to transit time, as some items may need additional processing. ^HC"
410500,Was thrilled to see my &amp; Strauss book arrive until I saw how packaged it - I'd have had better luck at local bookstore!,I'm sorry for the condition your book arrived in. Have you looked into replacement options: ^DO
410502,"Why is it that when I check off “leave delivery at the door, driver will not call you” on prime now it means the driver calls me 5 times",I'm sorry for the inconvenience! Have you reported this to our Prime Now team: ^DW
410505,All the avid Amazon users out there- is returning multiple items this difficult? and are giving us hell,"This isn't what we like to hear, Zeke! Do you care to tell us the issues you're running into? ^HC"
410505,"Ive done about 3-4 returns in the last few months, what problems are coming up","If you need any assistance, please DM your tracking number, address, phone number, and further details. ^BO"
411087,I want to refund two giftcards that were bought on my credit card ending in 7310 a 100 and 50 gift cards. I didnt purchase that,We aren't able to access accounts via Twitter so we advise against posting such info. Contact us: ^TG
411090,can you use Amazon Smile from the app?,Hey! Currently purchases made using an Amazon Shopping App aren't eligible for donations ^AH
411096,please help with my carrier/delivery issue!!!!!!,I'm sorry to hear about the trouble! We'd like to help the best we can. What's the most recent tracking info state? ^HC
411096,its been out for delivery via since 8 am but now it is 12 hours later. I've sat home all day wasting my time.,We'd like to look into the delivery and available options. Please contact us here: ^LI
411096,i already did that ;(,"Thanks for letting us know! When you contacted us, what options and information were provided to you? ^HC"
411096,guess u dont want to help. :\,I'm really sorry for this experience! What was the time frame we were supposed to get you a call back? ^AH
411096,"now im ""chatting"" with one of your reps via the chat and they can't even spell properly.","For real-time help, please contact us by phone at 1-866-216-1072. We're unable to access accounts or orders on Twitter. ^LI"
411109,Cancelling Amazon Prime is hard. Four times I clicked end and it sent me to a new page asking if I am sure.,"I'm sorry for the trouble when ending your membership! If you need to still, you can end it here: ^DW"
411112,I participated in a promotion which should have given me a 10 dollar credit. Its not in my account. Help?,"If you received a credit, it'll appear on the Order Summary before you complete your order. Read more ^TG"
411112,right.. its not there. How can I figure out why it wasn't credited to me.,"Just to confirm, are the items you're trying to order both shipped and sold by Amazon? ^HC"
411112,Yeah it was buy a mobile gift card get 10 dollars promo,Thanks for letting us know! Let's take a closer look at this together! Please give us a call here: ^TG
411117,"quick question when is the next ep of Outlander airing? Do we, the UK have to wait 2 weeks for ep 306?",We currently don't have any further information. Please be sure to check back on the video page for any updates! ^TG
411434,Amazon be lying talm bout they can’t get in my gate they be lying bc it’s broke and you can just walk thru deliver my shit!,"I'm sorry to hear about the trouble. Just to confirm, which carrier is delivering it: ^LI"
411436,I searched a book on amazon and it just automatically bought it wtf,We're happy to look into this for you. Please contact us here: ^LI
411439,it's 10th October n over stil not received my order. Not poor but pathetic service.,I understand your concern. Could you confirm if the details were shard using the link provided earlier? ^HD
411439,I've cleared that I won't share the details. I dnt care if u dnt deliver my order. I donated that money to u to celebrate diwali,Apologies for the trouble. We're unable to access your account details over Twitter. 1/2 ^PS
411445,you need to hire representatives that are equipped with the value you hold for service!,I'm sorry to hear about the trouble! We'd like to help the best we can. Will you confirm the carrier listed for your order? ^HC
411447,how to access Amazon prime video on Xbox one,"have any announcement about Prime Video for other living room devices, but stay tuned. (2/2) ^HD"
411451,we are all waiting for its second episode. don't when is droping this.,We haven't made an announcement on that yet. Stay tuned to our website for further updates. ^HD
411453,"I'm from the Philippines, kindly reply to my DM","Hi there, I've replied to your DM with more information. ^DW"
411870,"Hey , can I get some help? I don't want a gift card, I just want what I paid for in terms of product and shipping.",I'm sorry for this delay with your order. Was it shipped and sold by Amazon or a Third-Party seller? ^DO
411870,Sold by Fulfillinc and fulfilled by Amazon.,Who's the carrier shown under tracking information: ^WT
411870,AMZL US TBA479037126000,Thank you for confirming! Please provide your details here: and a specialist will contact you. ^HC
411876,delivery went live in my area Saturday. 7 orders MIA and counting and it’s only Monday. Will be cancelling orders and prime tomorrow. I’m not going to pay to beta test their AMZL service.,Oh no! We'd like to take a closer look into this with you! Please provides your details here: ^HC
411879,Beyond annoyed that ALL3 items I ordered on prime are taking 110 years to get here. Like don’t I pay $100/year for 2 day shipping??,I'm sorry for the trouble with the delivery! Have we missed the estimated delivery date given in the confirmation e-mail? ^TG
411881,did the sonos play:1 promo end? I thought tomorrow was last day. Your site is not accepting the promo code. Please advise!,Hello. Are you trying to place the order through your Echo device: or via an account with an Echo? ^DO
411883,"Please see the DM, I have an issie","Hello, JuliosTV. We just responded your Direct Message. ^CR"
411886,has the worst cutomer service over the phone. Called in about an order that was supposed to by PRIME and delivered last Wednesday,"I'm sorry for the trouble with the order! When you spoke with us, what insights were given? Were any alternatives offered? ^TG"
411886,"Was told to call back after 5, when did differ rep said she couldnt locate it bc USPS was closed after 5. i'll have another package by Wed??",We can't view order info via Twitter. Did you receive a notification for an updated delivery date? ^DO
411889,"OK , you two want to stop showing up to my business address after hours when no one is there?","Oh no! We'd like to help get this sorted! Please give us a call or chat here, so we can look into it. ^TG"
411892,Are you kidding me? lost my package yesterday. Had me reorder it for today it’s pass 8pm and it is not here 😡❤️😡,Oh no! I'm sorry for the inconvenience. Have we missed the delivery date confirmed for your order: ^GM
411892,Yes two nights in a row,"Allow us to take a look into this with you. To do so, please use this link: ^DO"
411892,Im still waiting for a rep to connect to me smh . it would only take a moment yea right.......,Please keep us posted. We want to make sure your issue is resolved. ^ST
411897,"why does Above Suspicion, season 3, just say ""content unavailable. Go back?"" Prime video",I'm sorry for the inconvenience! Our agreements with the content provider don’t allow purchases of this title at this time.
411899,my carrier is FedEx,The carrier might be able to provide more specific delivery details. You can find their info here: ^LI
411903,"I will NEVER use for my business ever again. Bad customer service, impolite, and impressionable","This certainly isn't what we like to hear, Ryan! Without giving personal info, will you tell us about what happened? ^HC"
411903,"Lack of communication, unwavering ignorance and generally impolite customer service. Perfect way to alienate users/business/ecommerce",Would you be able to elaborate on what happened that led to contacting us? ^GR
411906,"What is a mailroom if I don't have one? Ordered a cremation pendant for my mother and she can't find it. It was ""delivered"" today.",Oh no! I'm so sorry for this happening. Who was the carrier listed for this order? ^DO
411909,please make my art tablet come faster thank u,I'm sorry for this wait. What was the original delivery estimate given to you at Checkout? ^DO
412284,"hello, someone hacked my amazon account and changed my email and password. I have the email to prove it. Please help me",I'm so sorry! Your security is paramount to our success. Please report this to us here: ^ST
412286,"i asked for your online service the book ""hunger games"",received un very poor conditions,the product without its pastes. #deception",I'm so sorry! Was the book shipped and sold by Amazon or was it from a Third-Party seller? ^DO
412290,It's official. needs to STAY OUT of the courier business! 8 orders delayed/undelivered in 2 weeks! still the best!,We'd like to look into this. Please send us your details and any available information here: ^LI
412298,HEY and I’ve been getting charged DOUBLE for THE SAME account....... #imapoorstudent #fixthisplease,I'm sorry to hear this. We're happy to look into all available options here: ^LI
412300,sitting on the couch looking at the door waiting for my amazon order that should arrive by 8 pm we slavin to capitalism tonight g,Hi! Please let us know when your order arrives. ^DO
412303,Anyone else with an firestick having a lot of issues with the watch ESPN app?,I'm sorry to hear this. Let us know if you're still having trouble after trying these steps: ^LI
412303,I've tried all of the above already. Still doesn't work.,We'd like to look into this some more with you. Please reach us by phone or chat via this link here: ^DW
412312,why is it that Amazon Logistics can never deliver packages on time... never. Unacceptable time and time again!!!!,I'm sorry for the experience. Is this in regard to a current order: We'd like to help if possible. ^GM
412315,14 hr flight to Paris tomorrow ! will not miss this flight for the sake of a discrepancy on your reps part!,I'm sorry for the trouble with the order! Please keep us in the loop and let us know what the supervisor offers for insights. ^TG
412322,why do I only have an issue receiving packages when it’s Delivery? Wtf am I paying $100 a year for? Explain. I’ll wait...,I'm very sorry for this issue with your orders. Who's the carrier you're experiencing this issue with? ^DO
412322,It’s been painful calling literally every time I order something to track it down when Amazon is the carrier. Which I had to do today. Again,I'm sorry for the trouble! We'd like our team to look into this. Please send us the order details here: ^BH
412327,HOLY SHIT Llol i forgot to cancel my amazon prime trial and they charged me,"I'm sorry for the unexpected charge, Mil! You can cancel the membership and apply for a refund here: ^HC"
412992,"I have called, emailed and faxed info and still I have no idea why my account was closed a month ago. No response. I am appalled at the terrible service. Fed up. PLEASE REFUND MY MEMBERSHIP FEE!!!","I'm sorry to hear about the difficulties you've had with your account. Our Account Specialists communicate via e-mail; have you received correspondence from them, perhaps in your spam or junk folders? Please let us know, we'd like to help where we can! ^KL"
412992,Nope no spam. I received an email asking me to verify my credit card by fax which i did and still no response.,I know how frustrating this can be. How long ago did you fax the information to the Account Specialist? ^BA
412992,November 14th I faxed it in.,Please reach out to us via phone so we can take a closer look at this with you: ^RM
412998,Never using again. Prime will say your package will come in 2 days and not actually ship for a week. I paid $100 for nothing. #wastedmymoney #liars #scam,"I'm sorry for the frustrating experience with Prime Shipping. When you have a moment, please click here to learn more about how Prime Shipping works: ^EA"
412998,With it being thanksgiving does that affect my orders? I ordered around 11pm on Thursday and said to expect my package Saturday and now it says Tuesday. There was nothing that said the holiday was going to affect it so I expected to receive it today.,"I'm sorry for the trouble! We don't want to let you down! Two-day shipping refers to transit time, which means the timer starts once the order ships. Have we missed the expected delivery date that was given in your confirmation e-mail? ^MO"
412998,"I actually never received a confirmation email, and I work night shift so it's hard for me to get in contact with customer service with my schedule. It was suppose to come today, but it says Tuesday now. I'm just upset because it's for my eczema and I have really bad flare ups",I'm sorry to hear we've let you down! That's never our intent! Please keep us posted if you haven't received your order by 8pm Tuesday. We want to make sure your order is received. ^BN
413019,It’s a real shame that can’t manage to deliver items on time. Last 3 orders have been bought with one delivery date but changed to several days later. Don’t need my coffee maker to take a week when I have free 2 day shipping. #fail,"I'm sorry about the late deliveries! Have you been able to report this to us: If so, what options or insight were we able to provide? ^EP"
413019,"26 minutes and counting, they have no clue when it will arrive. Delivery was Saturday now Sunday but trace date says Tuesday.... just cancel the order, but she can’t manage even that task.","I'm sorry for the frustrating experience. Keep us posted, we want to know this was resolved for you. ^EA"
413024,"Odd, I got the package that was delivered after my first one, first. Even though I pad for same day shipping for the first package and was told it would be at my doorstep tonight...what's the point of paying same day shipping if you don't get it same day?","Oh no! Although we can't access accounts via Twitter, we still want to help. Please call or chat in so we can explore available options together here: ^SG"
413028,U guyz are pathetic at service..Returned the item due to inadequate quality/performance but did not heard any update of the refund/replacement from u guyz,I understand that you did not receive an update on the refund of your order. You may track your refund here: ^SF
413028,This status of refund issued never changed.. Received a text saying m going to receive either cheque or refund will show in my account statement in next 7-10days.But nothing has been done guyz,Apologies for the delay in receiving the refund. Kindly report it to our support team here: so that we can get this sorted. ^SC
413032,Your customer service is really embarrassing itself right now on the phone. Language barriers present comprehension problems. 1.5hrs on the phone,I'm sorry for the trouble! Can you tell us what's going on without sharing any personal or account specific information? We'd like to assist if possible. ^EZ
413032,"I have been locked out of my account since Nov 4 without any explanation. I have faxed in my id and verification. No follow up, I have called, never recieved a call back. This is the worst service I have ever experienced. Still no idea why my account is closed.",I'm so sorry to hear about ongoing trouble you're having with your account. Please provide additional details here: and please use the Skip Login option. I'd like to make sure this is escalated so we can look into it further. ^CC
413035,hey my daughter works at a fulfillment center in gardner ks she just had surgery&amp;needs help cause they wont let her go back till after Christmas.,I'm sorry for any difficulties this has caused and I hope your daughter recovers quickly! Please have her reach out to our Employee Resource Center at 1-888-892-7180 to review possible options. ^SG
413038,we reached out to and expected them to take the ownership but they were told to contact Llyod. We tried reaching them and we were told that they dont take responsibility for the items bought via Amazon and marked our calls as waste calls.,"We've responded to your query via DM, request you to check the same. Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. ^SH"
413038,"Hi Anvesh, we'd need your service request ID in order to process your issue further. Kindly assist us with the same.","Sorry to know you're facing trouble with your order, certainly not intended. Have you reported this to our support team here: We'll definitely look into it. ^PS"
413038,More than 20 times we used talk to ur support team and they said are helpless for this things and they raised their hands...i feel very shame to answer to silly questions,"I’d like to assist you with this, please fill this form: and I’ll contact you at the earliest ^RW"
413038,"[2/2] If still do i require to pay, lets meet up in the consumer court.","We are still working on your concern and we'll reach out to you soon once we have an update on it. However, If you need further insight on it, please write back to our email and we'll reply to you accordingly. ^HS"
413038,[2/2] i follow up with u guys and and from long time now you want me to pay money for repair then what is meant by manufacturing warranty?,"I get your disappointment regarding the warranty. If the resolution provided is not up to your expectations, please respond to the correspondence which you have received. We'll assist you further. ^SC"
413038,As you see they wont provide any resolution just ask me to pay money for repair this is not at all fair i would like to return item back please send the return lable,Please reply to the correspondence you have received from our team and we will assist you accordingly. ^HR
413038,You people said with following hours taking care about remaking things but still now one has approached at all this one wrost online shipping service,We've emailed a correspondence to you. Kindly check it here: and reply to it for further assistance. ^SF
413038,We didn’t get any email from your team ..,Please check the email which has been sent from social media team. Request you to reply to the same email for further assistance. ^MK
413047,3 orders messed up by this week. Latest screw up is Amazon courier saying they don’t have access to my front door. That would be the same front door you have delivered to probably hundreds of times. Could you screw up any more?,I'm sorry for the poor delivery service! Please provide your details here: and a member from my team will escalate the order to Amazon Logistics. Thanks in advance! ^EZ
413062,is thr ay1 to help me out I have nt recd my pckt. Its a prepaid &amp; showing delivd. Its urgent. __email__,That's odd. We'd like to look into this. Please report this to our support team here: ^HD
413075,my package is supposed to arrive today but it hasn’t and it’s nearly 6pm ?,Sorry for your wait! What's the most up to date tracking information say? You can check here: ^DW
413075,hi! it just arrived!! thank you,Thanks for letting us know! Hope you have a great rest of your night. ^LI
413078,"#AmazonBuyUs #AMAZON SUCKS! YOUR CHAT USELESS &amp; YOUR ""CUSTOMER SERVICE"" BITCH HUNG UP ON ME AFTER WAITING OVER 12 HOURS 4 NO PACKAGE 🖕🏽🖕🏽🖕🏽",I am sorry about this situation. Please use the link sent in the earlier message so our team can look into this for you. ^AH
413095,And the best they can offer is a return/refund and that my review did not meet their service terms without explanation.,"1/2 I'm sorry the chair arrived in this condition! When you spoke to us, did we mention why a replacement wasn't available?"
413095,"Amazon, how do we draft a negative review of a product provided by a company with so little obvious care 4 quality w/o being ""defamatory""?","Hi, please check here for guidelines: ^AT"
413095,I'm assuming specific feedback is possible so I can adjust the review and reupload. Your help in protecting other consumers is appreciated!,"Hi, its possible that as you mentioned packaging and transport in your review, this may be a reason why. 1/2 ^TP"
413097,this is the second time I’ve gotten expired coffee.,I am so sorry for this issue with your coffee. Please let us look into this with you here: ^DO
413100,#Fail to meet guaranteed delivery date AGAIN. 8:04PM is after 8PM. Rep says website design to blame. ?? #CustomerService,"Uh oh! I'm sorry to hear about this, Bailey! What does the most recent tracking information state for your order? ^HC"
413100,After 8:05PM tonight the app changed from “will be delivered by 8PM today” to “expect delivery between October 9 - 11. #whatsthepoint,"I'm sorry! If we've missed the date in our confirmation e-mail, please contact us for options: ^WT"
413104,can someone please help me as I've had a slave buy me things off my &amp; nothing has arrived?,I'm sorry it hasn't arrived as expected! Please contact us here: ^ST
413107,this is embarrassing for you,We're happy to look into this. Can you tell us if you're on the Amazon website or using one of our apps? ^LI
413107,One is a famous film director and one is a prize-winning author. Mn directed the movie based on JL's book. But they are different people,We'd like to make sure we have the right page to get this escalated. Are you able to provide one? ^DO
413107,Are you a bot? I sent you a screenshot of the page. I already said I don't have a link. I also said I'm over this conversation.,"No, but we need the link to the page in order to replicate your findings. I have searched both and I'm not recreating the same ^AS"
413115,"... receive a full refund please? I thought I would get an alert, instead of being charged for another full year. -_-",I'm sorry for the unexpected charge! Please visit us here to end your membership: ^WT
413982,Me on the phone with amazon for the 8th time this month asking why THE FUCK my package wasn’t delivered,"I'm so sorry to hear this, Bhad! Please keep us updated on the outcome of your conversation. ^HC"
413991,"If I change my address y'all should by default ship to that address, not my old one.",The default address can be updated here: Has the current order already shipped out? ^EP
413991,Already arrived at the incorrect address.,Please reach out to us here se we can go over available options with you: ^CL
413998,"Disappointed in shipped my book with some picture hooks I ordered and just threw them into the envelope too, damaging the book.",I'm sorry to see the book arrived like this! Please check here for avail return/replacement options: ^BH
414000,how do I update an order so that the item includes a gift receipt?,"Hello Melissa. If your gift order hasn't yet shipped, info on adding a message may be found here: ^DO"
414006,"It's 7:42 PM so I'm engaged in the ""Is Amazon actually going to bother trying to deliver my package today like they should"" game.",I'm sorry for the wait! We want to help. Will you tell us who the carrier is for your order here: ^DW
414006,Hi! It says Carrier: AMZL US,Let our team take a look! Fill info and details in here: and we will check into this. ^AH
414006,My package ended up showing up at 9:05 PM!,Glad to hear it! Thanks for letting us know! ^DO
414009,Replacement package not delivered. This is getting ridiculous.,"I'm sorry to see this, Beau! Please provide your details here: and a specialist will contact you. ^HC"
415082,"How does it go from several days of ""it will be there Monday"" and ""it will arrive today"" to ""I guess we'll drop it off sometime this week?!",I'm very sorry for this wait. Was the bed frame shipped and sold by Amazon or a Third-Party seller? Who's the carrier? ^DO
415082,"It was supposed to be delivered by UPS today. And someone in my area has been stealing packages, so I stated home all day to receive it.",I'm sorry for the wait! We expect it to be delivered by October 13 by 8 PM. Please keep us posted on its arrival. ^JM
415082,I don't know what the point of saying it's arriving at a certain time is when you can't keep within DAYS of that ETA. It's inconsiderate,"I'm sorry for the poor experience. To review our available options, please contact us here: ^WT"
415087,I have wasted 40 minutes trying to make an account give me back my 40 minuets,"I'm sorry for the streaming issues. Can you tell us a little more about what's going on, and which device you're using? ^DW"
415090,"What's up, ? I've gotten this message for 2 days? Getting frustrated...","Oh no! I'm sorry to see this, Michelle! Are you using the Amazon app or a browser? Have you tried both to see if it changes? ^HC"
415090,Just tried the browser and it worked. I'll try to uninstall and reinstall the app. Thank you!,Thanks for the update! Please let us know if you need any further assistance! ^BH
415093,why I just cancelled my Amazon prime. #SorryNotSorry,I'm so sorry for the poor experience! Have we missed the delivery date given for your order? Please check your e-mail for a (1/2)
415097,Does do price adjustments? My order was placed on 01 OCT.,doesn't offer price matching. I'm sorry for any inconvenience! Learn more here: ^DW
415100,Both airtel and seem clueless.,I'd like to help. Please write to us here: and I'll reach out to you. ^SQ
415100,The firestick Airtel offer works only for new airtel customers and not existing ones. fix it. cc:,Have you followed the steps mentioned here: to avail the offer? ^PS
415100,so you can place a request for new airtel connection and get the offer. But no option if you are already a customer. cc:,Could you let us know if you've shared your details via the link mentioned earlier?
415109,been waiting for this for a month no one replies no communication what so ever about the where snouts of my package why!?😡,I'm sorry to hear this. What's the delivery date and most recent tracking details here: ^LI
415109,Still says oct 4th,Thanks for that information! Can you let us know who the carrier is for this delivery? ^AH
415109,It's says China post,Thank you for the info! Please reach out to the seller for avail options here: ^JM
415118,Stop taking advantage of me,Hello - can you tell us about what's going on without posting order or account information? ^DO
415125,Artis BT12 Bluetooth speaker is not available on your Amazon site. Price is showing More.,Pricing and offers are decision of the sellers. I have checked and see that the (1/2)^SQ
415125,But the price is more than regular price. How this possible?,I understand your concern. Please click here: to view more information on pricing. ^HD
415125,There is no Dewali offer??? It's is in proper,"As mentioned earlier, pricing and offers are set by the sellers. If there a promotion for the product, it 1/2 ^GK"
415131,I received a package that I believe belongs to the person who used to live at my address. How do we get it to them?,I'm sorry to hear about the trouble! Please reach out to us here: and we'll look into options. ^HC
415149,"Hi, my order was supposed to be shipped on October 4th and it's already the 9th...what's going on?","Hi there. I'm sorry to hear this! According to the screen shot, it appears the date for your order is October 13th - (1/2)"
415425,Ordered (ORDER # 408-5276730-7727562) a phone in exchange on 7 Oct. its used one and in not working condition.,Sorry to know about this. Please reach us from here: we'll look into this and assist you. (1/2) ^SV
415425,Deleted. could you pls reply why this kind of cheaters are active on your platform. what action you are going to take against these dealers.,I get your concern. Kindly wait for our technician to assess the phone. We'll definitely have this resolved. ^PS
415425,"Using twitter medium as I dont have any support chain mail, no one from amazon is following on this over the email or phone. pls help","Sorry about the trouble with your order, Vivek. I'd like to look into this personally. (1/2) ^HD"
415435,I'm so glad i have to wait 5 days for my amazon prime package to get to me 🙃,I'm sorry your package isn't arriving as expected! What was the delivery date given in your confirmation email? ^AH
415435,Oh no it's arriving on the date I was told at checkout. I just have never had an Amazon prime package take 5 days. Order was placed Friday,"I understand! While we strive to get orders shipped quickly, some orders may take time to process. Keep us updated! ^WT"
415435,"Thank you for your help &amp; response ! I assumed it was because I ordered on a Friday and weekend doesn't count as ""business days""",No problem! Please let us know if the item doesn't arrive by the provided delivery date. We're here to help! ^ST
415441,My slippers didn’t come in today like they said they would :( wtf,I'm sorry for this wait. Have you received a delivery update for your order? ^DO
415447,are you guys ever going to fix your app where I can actually scroll down the today's deals without the images going away,I'm sorry for the issue you're having with the app. Which device are you using? ^DO
415447,It's the iPhone. No matter how many updates I get for amazon it's my girlfriends android as well.,"Have you tried uninstalling, then reinstalling the app? Does this happen via Wi-Fi and wireless or both? ^DO"
415447,..... yes and we've tried turning it off and on. Both wireless &amp; lte,We'd like to take a closer look into this issue. Please contact us here: ^KB
415454,Anyone know how to buy gift cards (amazon) through PayPal without having a bank account linked..,Amazon Gift cards can be purchased at local retailers to avoid the need for a bank account. ^ST
415464,can ur service be more pathetic than this? A product wrongly delivered 2 me hasn’t been taken back by ur team for last 5 days now!,"You must have received a correspondence from our team, request you to check and revert on the same. ^SQ"
415464,#happydiwali,Sorry for the mess. Please revert to our correspondence and we'll reach out to you again. ^ST
415464,Which correspondence?,"We've responded to you via DM. Kindly drop in your details through the link provided by my colleague ""Kulwinder"" ^EM"
415464,That was done many days ago.,Please allow me to work on this right away. Kindly write to us here: and I'll reach out to you. ^SA
415464,Still awaiting for any action by you.,"Vishal, you must've received an email from us, you can check your inbox here: ^MS"
415696,"hello, is there a twitter account for ""amazon prime""? (not AP now)",We're here to help where possible. Can you tell us more about what's going on? ^EP
415696,ty! Need to report an AP driver who made a delivery at my house today,I'm sorry for any trouble! Can you tell us a bit more at the following link: We're here to help! ^ST
415700,"Hey , I’m getting tired of delayed packages. Work on it. K, thanks.",I'm sorry for the poor delivery experiences. Is this in regard to one of your current orders: ^GM
415703,"hey amazon, am I getting my package today or nah?","I'm sorry for any concern. Have you received your shipment, yet? We'd like to help, if not. ^ST"
415703,No it didn’t come today.. I did same-day shipping and it never showed up,This isn't the experience we want you to have! To confirm; who's the carrier under tracking info: ^WT
415703,Any updates on this?,I'm sorry for the delayed response. Please provide our team with your order details here: ^RA
415711,2- Also it's not entitled for return and also not going to be consumed soon. Is it another kind of cheating ? #CustomerCentricity,"That's very unusual, Atulya. Have you reported this to our support team? Please do so here: ^JC"
415711,You are in competition with #RaGa in term of stupidity. You yourself process return and shockingly received it as well #Pathetic 😁,Sorry to know about your order. Please reach us from here: we'll assist you further. ^SV
415723,"I am very disssssa...pointed with Amazon, not with their offered services!!! they dont pay delivered installations!!! more than two months..","I'm sorry for the poor experience! Without posting personal info, can you tell us more about what's going on? ^JM"
415723,the company that we are subcontractors is CRS and we took the jobs under this company,We'd like to take a look into this. Please provide your contact info and details of the issue here: ^AG
415727,I can't sign in to my prime account. I think my account has been hacked. Can't contact you guys without pword. Please help.,I am so sorry for this issue with your account. Please use this link so this can get looked into: ^DO
415730,"If can't deliver packages, then don't use them. They will only deliver if they can place package in a mailbox","I'm sorry the order wasn't left! If USPS isn't able to help, we can be reached 24/7 via phone: ^EP"
415730,How about allowing PRIME members to select carrier for shipping that way we can chose the carrier who has best service?,We're unable to select carriers. We'd love to look at avail options with you at the link provided above. ^EP
415734,"#Amazon broke my heart today, I didn’t get my package in two days. 😢 lol",It's never our intention to let you down! What's the delivery date shown in Your Orders here: ^JM
415734,It’s not your intention but now you insinuated I’m stupid. 😞 lol,"I'm sorry for the wait! I'd like to escalate this for you, please send us more info here: ^DW"
415734,"But you can’t do anything tonight it’s eleven o clock at night, I just wait until tomorrow is the only option lol.","We understand how you feel. If you change your mind, feel free to send us your details with the secure link. ^EP"
415740,"""Fill out a form and we'll get back to you."" Wonderful. I understand why some loathe .",I'm sorry for the delay. Have you received an e-mail from a specialist yet? ^ST
415740,Opened an email dialogue with him just now. I thank you for getting me to someone who can help. Sorry for being a grump about this.,I'm happy to hear you've received some traction regarding your concern. Please keep us posted! ^ST
415745,Where are My mallets,I'm sorry for the wait! What's the most recent tracking update on the order: ^EP
416104,"In the past couple months and have quietly let customer service turn to shit. Unreliable delivery, missed promises. #fail",I'm very sorry for any trouble. Are you currently having issues with an order being delivered? ^CL
416104,"Multiple orders, and a repeated problem over the past few months. Consistently missing delivery promises made when order placed.","Looking at the problem orders; is there a trend with a particular carrier? Check under ""tracking"": ^WT"
416104,Primarily problems are with actual ship dates on the warehouse side. Used to be w/AMZL. Had that blocked. Wife still has issues w/AMZL.,Are the delivery estimates at checkout being missed? ^DO
416104,Yes. Often.,"I'm sorry! When this happens, please reach out to let us know to review our options: ^WT"
416111,customer service is just amazing. I’ve been impressed by them multiple times and never had a bad experience. 👍,Thanks for taking the time to share this! 💗We all hope you enjoy the rest of the day! ^EP
416114,Yo 👍🏽 for hanging up on my mom 3xs &amp; charging her account..... you’re customer service is worse that Big Ben’s game last night 🙄,"I'm very sorry for the experience your mom had. Without posting account or order info, can you tell us what happened? ^DO"
416114,Her account was charged $110 fraudulently. Every time she calls to rectify she’s hung up on!!!,Can you ask her to fill in this secure form and a specialist will look into this for her ^KM
416119,"this new AMZL US shipping has me like, where my package?????",I'm sorry for any undue anticipation. Have we missed the delivery date provided at checkout: ^ST
416119,"Thank you! And yes it was due tonight by 9pm, however I haven't received the package or an update.",My team would like to take a look into this further. Please provide as many details as you can here: ^DO
416119,"Thank you, completing now.",We will be in touch as quickly as possible. Thank you for reporting this! ^ST
416123,"Prime-when they mess up, they do it good. 1 day delivery? 3 days. RV hitch pins ordered? Car ignition breaker points received. HUH?🙄",I'm so sorry for the trouble! Please contact us to report the issues and to discuss options: ^ST
416129,Does anyone else's Echo Dot randomly sync with strangers' devices or is mine just possessed by the devil? Pls let me know.,This shouldn't be the experience! I'm sorry for the trouble. In the app: Go menu&gt; Settings&gt; device name&gt;bluetooth&gt;forget. ^ST
416133,yet i didn't get the cashback for the payment that i done for my first recharge over amazon pay balance..help!,"I'm sorry for any trouble. Without sharing account or personal details, will you tell us more about what's going on? ^CL"
416133,"100% cashback recharge offer through amazon pay balance, I recharged through amazon pay balance but i didn't get cashback yet",Thanks for clarifying. Please reach us by phone here: for more info/avail options. ^JM
416136,How does one make an amazon package stop at the post office instead of going to your home?,We're happy to look into all available options. Please contact us here: ^LI
416381,My issue not yet resolved after sending many mails exchange,Sorry about that. I'd like to check this for you. Kindly drop in your details here: ^GK
416381,Already mailed,The link shared will help us get direct access to your account. Please submit your details using the same and we'll check. ^HK
416381,Already mailed but not yet resolved,"Did you use the link shared to share your details? If not, request you to kindly do the same. Thanks in advance. ^CB"
416386,Where is the app for Fire TV stick?!? --Asks the guy stuck in a hospital for several weeks...,"Thanks for reaching out. I'm sorry, we don't have an NHL app available. ^BH"
416388,remember the dresser i ordered from amazon that was fucked? ya i ordered a desk from amazon and it also came broken lmao :),I'm so sorry to hear this! Was it packaged well? Have you reported this to us yet: ^ST
416395,My Amazon package said it will be delivered by 8PM on Oct 9. It's 9:35PM on Oct 9 and no package. 😩😩😩😩😩😩😩,I'm sorry for the wait! Are there any updates on the order detail page: ^EP
416395,It just says out for delivery 🙁,Who's the carrier listed for the order? ^DO
416395,It's USPS! I don't think it's Amazon's fault!,"Thank you for providing that info. Typically, late packages arrive the next business day. Please keep us posted. ^KB"
416398,When I try to enter the code Music5 to get the $5 credit and 30 day trail to amazon music it doesn't work.,We'd like to take a closer look at the promotions detail page. Can you links us to this? ^EP
